"productId","key","value"
"0","Hãng CPU","AMD"
"0","Công nghệ CPU","Ryzen 5"
"0","Loại CPU","7520U"
"0","Tốc độ CPU tối thiểu","2.8 Ghz"
"0","Tốc độ tối đa","4.3 GHz"
"0","Số nhân","4"
"0","Số luồng","8"
"0","Bộ nhớ đệm","4 MB"
"0","Hãng (Card Oboard)","AMD"
"0","Model (Card Oboard)","Radeon"
"0","Tên đầy đủ (Card onbroad)","AMD Radeon Graphics"
"0","Bộ nhớ","Share"
"0","Dung lượng RAM","16 GB"
"0","Loại RAM","LPDDR5"
"0","Tốc độ RAM","5500 MHz"
"0","Số khe cắm rời","0"
"0","Số khe RAM còn lại","0"
"0","Số RAM onboard","1"
"0","Hỗ trợ RAM tối đa","Không nâng cấp"
"0","Kiểu ổ cứng","SSD"
"0","Hỗ trợ công nghệ Optane","Không"
"0","Tổng số khe cắm SSD/HDD","1"
"0","Loại SSD","1 M2. PCIe"
"0","Dung lượng SSD","512 GB"
"0","Kích thước màn hình","14.0 inch"
"0","Công nghệ màn hình","LED-backlit"
"0","Độ phân giải","1920 x 1080 Pixels"
"0","Loại màn hình","LED"
"0","Tần số quét","60 Hz"
"0","Tấm nền","TN"
"0","Độ sáng","250 nits"
"0","Độ phủ màu","45% NTSC"
"0","Tỷ lệ màn hình","16:09"
"0","Hỗ trợ cảm ứng","Không"
"0","Cổng giao tiếp","1 Jack 3.5 mm 1 USB 3.2 Gen 1 1 HDMI 1.4 1 DC-in jack 1 USB 2.0"
"0","Wifi","802.11 ac"
"0","Bluetooth","v5.0"
"0","Webcam","HD Webcam (720p Webcam)"
"0","Công nghệ âm thanh","Asus SonicMaster stereo"
"0","OS","Windows"
"0","Version","Windows 11 Home"
"0","Type","64 bit"
"0","Bảo mật","Mật khẩu"
"0","Kiểu bàn phím","Chiclet Keyboard"
"0","Bàn phím số","Không"
"0","Đèn bàn phím","Không"
"0","TouchPad","Multi-touch touchpad"
"0","Loại PIN","Lithium-ion"
"0","Dung lượng pin","42 Wh"
"0","Phụ kiện trong hộp","Bộ sạc điện Sách HDSD Adapter"
"0","Số lượng loa","1"
"0","Kích thước","32.45 x 21.39 x 1.79 cm"
"0","Trọng lượng sản phẩm","1.3 kg"
"0","Bản lề (Hinge / Kickstand)","Bản lề đơn"
"0","Tản nhiệt","1 quạt"
"0","Chất liệu","Mặt lưng máy: Nhựa"
"0","P/N","90NB0ZS2-M00730"
"0","Xuất xứ","Trung Quốc"
"0","Thời điểm ra mắt","04/2023"
"0","Thời gian bảo hành","24 tháng"
"0","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"0","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"0","Màu sắc","Đen"
"1","Hãng CPU","Intel"
"1","Công nghệ CPU","Core i5"
"1","Loại CPU","1235U"
"1","Tốc độ CPU tối thiểu","1.3"
"1","Tốc độ tối đa","5.5 GHz"
"1","Hãng (Card Oboard)","Intel"
"1","Model (Card Oboard)","UHD"
"1","Tên đầy đủ (Card onbroad)","Intel UHD Graphics"
"1","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"1","Loại RAM","DDR4"
"1","Số khe cắm rời","2"
"1","Số khe RAM còn lại","0"
"1","Số RAM onboard","0"
"1","Hỗ trợ RAM tối đa","16 GB"
"1","Kiểu ổ cứng","SSD"
"1","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 512GB (SSD M2 PCIe)"
"1","Loại SSD","1 M.2 NVMe"
"1","Dung lượng SSD","512"
"1","Kích thước màn hình","15.6 inch"
"1","Công nghệ màn hình","Anti-Glare LED-Blacklit"
"1","Độ phân giải","1920 x 1200 Pixels"
"1","Tần số quét","120 Hz"
"1","Tấm nền","WVA"
"1","Cổng giao tiếp","2 USB 3.2 Gen 1 1 USB 2.0 1 Jack 3.5 mm 1 HDMI 1.4 1 SD Card"
"1","Wifi","Wifi 6 802.11 ax"
"1","Bluetooth","v5.2"
"1","Webcam","HD Webcam (720p Webcam)"
"1","OS","Windows"
"1","Version","Windows 11 Home Single Language"
"1","Phần mềm khác","Microsoft Office Home&Student 2021 vĩnh viễn"
"1","Bảo mật","Mật khẩu Mở khóa vân tay"
"1","Kiểu bàn phím","English International Non-backlit Keyboard"
"1","Bàn phím số","Có"
"1","Đèn bàn phím","Không"
"1","TouchPad","Multi-touch touchpad"
"1","Loại PIN","Pin Li-ion"
"1","Dung lượng pin","4 Cell"
"1","Phụ kiện trong hộp","Sạc Sách HDSD"
"1","Kích thước","16.96-18.99 x 358.50 x 235.56 mm"
"1","Trọng lượng sản phẩm","1.66 kg"
"1","Chất liệu","Nhựa"
"1","P/N","N3520-i5U165W11BLU-FP"
"1","Xuất xứ","Trung Quốc"
"1","Thời điểm ra mắt","2024"
"1","Thời gian bảo hành","12 tháng"
"1","Màu sắc","Đen"
"2","Hãng CPU","AMD"
"2","Công nghệ CPU","Ryzen 7"
"2","Loại CPU","5700U"
"2","Tốc độ CPU tối thiểu","1.8"
"2","Tốc độ tối đa","4.6 GHz"
"2","Tên đầy đủ (Card onbroad)","AMD Radeon Graphics"
"2","Dung lượng RAM","16 GB"
"2","Loại RAM","DDR4"
"2","Số khe cắm rời","2"
"2","Số khe RAM còn lại","0"
"2","Số RAM onboard","0"
"2","Hỗ trợ RAM tối đa","32 GB"
"2","Kiểu ổ cứng","SSD"
"2","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 2TB (SSD M2 PCIe)"
"2","Loại SSD","2 M.2 NVMe"
"2","Dung lượng SSD","512"
"2","Kích thước màn hình","15.6 inch"
"2","Công nghệ màn hình","FHD"
"2","Độ phân giải","1920 x 1080 Pixels"
"2","Tần số quét","60 Hz"
"2","Tấm nền","IPS"
"2","Cổng giao tiếp","1 USB Type-C 3 USB 3.2 Gen 1 1 RJ45 Gigabit Ethernet 1 Jack 3.5 mm 1 DC-in jack"
"2","Wifi","M.2 slot only (Key E)"
"2","Bluetooth","v5.1"
"2","Webcam","HD Webcam (720p Webcam)"
"2","OS","Windows"
"2","Version","Windows 11 Home"
"2","Bảo mật","Mật khẩu"
"2","Kiểu bàn phím","English International Backlit Keyboard"
"2","Bàn phím số","Có"
"2","Đèn bàn phím","Không"
"2","TouchPad","Multi-touch touchpad"
"2","Loại PIN","Pin Li-ion"
"2","Dung lượng pin","3 Cell"
"2","Phụ kiện trong hộp","Cáp Sạc"
"2","Kích thước","362.9 x 241.26 x 19.9 mm"
"2","Trọng lượng sản phẩm","1.7 kg"
"2","Chất liệu","Nhựa Polycarbonate"
"2","P/N","NX.KSJSV.001"
"2","Xuất xứ","Trung Quốc"
"2","Thời điểm ra mắt","01/2023"
"2","Thời gian bảo hành","12 tháng"
"2","Màu sắc","Bạc"
"3","Hãng CPU","Intel"
"3","Công nghệ CPU","Core i5"
"3","Loại CPU","12500H"
"3","Tốc độ CPU tối thiểu","2.5"
"3","Tốc độ tối đa","4.5 GHz"
"3","Hãng (Card Oboard)","Intel"
"3","Model (Card Oboard)","UHD"
"3","Tên đầy đủ (Card onbroad)","Intel UHD Graphics"
"3","Hãng (Card rời)","NVIDIA"
"3","Model (Card rời)","Geforce RTX 2050"
"3","Tên đầy đủ (Card rời)","NVIDIA GeForce RTX 2050"
"3","Hiệu suất AI (TOPS)","104"
"3","Dung lượng RAM","16 GB (1 thanh 16 GB)"
"3","Loại RAM","DDR4"
"3","Tốc độ RAM","3200 MHz"
"3","Số khe cắm rời","1"
"3","Số khe RAM còn lại","1"
"3","Số RAM onboard","1"
"3","Hỗ trợ RAM tối đa","24 GB"
"3","Kiểu ổ cứng","SSD"
"3","Tổng số khe cắm SSD/HDD","1"
"3","Loại SSD","1 M.2 NVMe"
"3","Dung lượng SSD","512"
"3","Kích thước màn hình","16 inch"
"3","Công nghệ màn hình","LED anti-glare"
"3","Độ phân giải","1920 x 1200 Pixels"
"3","Loại màn hình","Màn hình phẳng"
"3","Tần số quét","144 Hz"
"3","Tấm nền","LED"
"3","Độ phủ màu","45% NTSC color gamut"
"3","Tỷ lệ màn hình","16:10"
"3","Cổng giao tiếp","Cổng sạc: 1 USB 3.2 Gen 1 Type-C 2 USB 3.2 Gen 1 Type-A 1 HDMI 2.1 1 Jack 3.5 mm 1 DC-in jack MicroSD card reader"
"3","Wifi","Wifi 6E"
"3","Bluetooth","v5.3"
"3","Webcam","720P HD camera"
"3","OS","Windows"
"3","Version","Windows 11 Home"
"3","Bảo mật","Mật khẩu"
"3","Kiểu bàn phím","Backlit Chiclet Keyboard"
"3","Bàn phím số","Có"
"3","Đèn bàn phím","LED"
"3","Màu đèn LED","Trắng"
"3","TouchPad","Multi-touch touchpad"
"3","Dung lượng pin","50 Whr"
"3","Power Supply","120 W"
"3","Phụ kiện trong hộp","Sạc"
"3","Kích thước","35.86 x 24.91 x 1.89 ~ 1.89 cm"
"3","Trọng lượng sản phẩm","1.8 kg"
"3","Chất liệu","Mặt lưng máy: Kim loại"
"3","P/N","90NB11E1-M00V70"
"3","Xuất xứ","Trung Quốc"
"3","Thời điểm ra mắt","01/2024"
"3","Thời gian bảo hành","24 tháng"
"3","Màu sắc","Đen"
"4","Hãng CPU","Intel"
"4","Công nghệ CPU","Core i5"
"4","Loại CPU","12450HX"
"4","Tốc độ tối đa","4.4 GHz"
"4","Số nhân","8"
"4","Số luồng","12"
"4","Hãng (Card rời)","NVIDIA"
"4","Model (Card rời)","Geforce RTX 2050"
"4","Tên đầy đủ (Card rời)","NVIDIA GeForce RTX 2050 4GB GDDR6"
"4","Bộ nhớ","4 GB"
"4","Hiệu suất AI (TOPS)","104"
"4","Dung lượng RAM","24 GB (2 thanh 12GB)"
"4","Loại RAM","DDR5"
"4","Tốc độ RAM","4800 MHz"
"4","Số khe cắm rời","2"
"4","Số khe RAM còn lại","0"
"4","Số RAM onboard","0"
"4","Hỗ trợ RAM tối đa","32 GB"
"4","Kiểu ổ cứng","SSD"
"4","Loại SSD","1 M2. PCIe"
"4","Dung lượng SSD","512"
"4","Chuẩn M2","2242"
"4","Kích thước màn hình","15.6 inch"
"4","Công nghệ màn hình","IPS FHD"
"4","Độ phân giải","1920 x 1080 Pixels"
"4","Loại màn hình","Màn hình phẳng"
"4","Tần số quét","144 Hz"
"4","Tấm nền","IPS"
"4","Độ sáng","300 nits"
"4","Độ phủ màu","100% sRGB"
"4","Cổng giao tiếp","3 USB 3.2 Gen 1 Type-A 1 USB 3.2 Gen 2 Type-C 1 HDMI 2.1 1 Jack 3.5 mm 1 RJ45 Gigabit Ethernet 1 Power connector"
"4","Wifi","Wifi 6"
"4","Bluetooth","v5.2"
"4","Webcam","HD Webcam (720p Webcam)"
"4","OS","Windows"
"4","Version","Windows 11 Home Single Language"
"4","Bảo mật","Mật khẩu"
"4","Kiểu bàn phím","English International Backlit Keyboard"
"4","Bàn phím số","Có (NumberPad)"
"4","Đèn bàn phím","LED"
"4","Màu đèn LED","Trắng"
"4","TouchPad","Multi-touch touchpad"
"4","Dung lượng pin","60 Wh"
"4","Power Supply","135 W"
"4","Phụ kiện trong hộp","Bộ sạc điện"
"4","Kích thước","359.86 x 258.7 x 21.9-23.9 mm"
"4","Trọng lượng sản phẩm","2.38 kg"
"4","Chất liệu","Nhựa ABS"
"4","P/N","83GS00DBVN"
"4","Xuất xứ","Trung Quốc"
"4","Thời điểm ra mắt","04/2024"
"4","Thời gian bảo hành","24 tháng"
"4","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"4","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"4","Màu sắc","Xám"
"5","Hãng CPU","AMD"
"5","Công nghệ CPU","Ryzen 5"
"5","Loại CPU","7235HS"
"5","Tốc độ CPU tối thiểu","3.2"
"5","Tốc độ tối đa","4.2 GHz"
"5","Số nhân","4"
"5","Số luồng","8"
"5","Bộ nhớ đệm","8 MB"
"5","Hãng (Card rời)","NVIDIA"
"5","Model (Card rời)","GeForce RTX 3050"
"5","Tên đầy đủ (Card rời)","NVIDIA GeForce RTX 3050 6GB"
"5","Hiệu suất AI (TOPS)","142"
"5","Dung lượng RAM","12 GB (1 thanh 12GB)"
"5","Loại RAM","DDR5"
"5","Tốc độ RAM","4800 MHz"
"5","Số khe cắm rời","2"
"5","Số khe RAM còn lại","1"
"5","Số RAM onboard","0"
"5","Hỗ trợ RAM tối đa","32 GB"
"5","Kiểu ổ cứng","SSD"
"5","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 1TB (SSD M2 PCIe)"
"5","Loại SSD","Đang cập nhật"
"5","Dung lượng SSD","512"
"5","Kích thước màn hình","15.6 inch"
"5","Công nghệ màn hình","Anti -glare LED-Backlit Display"
"5","Độ phân giải","1920 x 1080 Pixels"
"5","Loại màn hình","Màn hình phẳng"
"5","Tần số quét","144 Hz"
"5","Tấm nền","IPS"
"5","Độ sáng","300 nits"
"5","Độ phủ màu","100% sRGB"
"5","Cổng giao tiếp","3 USB 3.2 Gen 1 Type-A 1 USB 3.2 Gen 1 Type-C 1 HDMI 2.1 1 headphone/microphone combo 1 RJ45 Gigabit Ethernet 1 Power connector"
"5","Wifi","Wifi 6"
"5","Bluetooth","v5.2"
"5","Webcam","HD 720p DualAryMic"
"5","OS","Windows"
"5","Version","Windows 11 Home Single Language"
"5","Bảo mật","Mật khẩu"
"5","Kiểu bàn phím","Backlit Chiclet Keyboard"
"5","Bàn phím số","Không"
"5","Đèn bàn phím","Không"
"5","TouchPad","Multi-touch touchpad"
"5","Dung lượng pin","60 Wh"
"5","Power Supply","170 W"
"5","Phụ kiện trong hộp","Bộ sạc điện Sách HDSD"
"5","Kích thước","359.86 x 258.7 x 21.9-23.9 mm"
"5","Trọng lượng sản phẩm","2.38 kg"
"5","Chất liệu","Đang cập nhật"
"5","P/N","83JC007HVN"
"5","Xuất xứ","Trung Quốc"
"5","Thời điểm ra mắt","2024"
"5","Thời gian bảo hành","24 tháng"
"5","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"5","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"5","Màu sắc","Xám"
"6","Hãng CPU","Intel"
"6","Công nghệ CPU","Core i5"
"6","Loại CPU","12500H"
"6","Tốc độ CPU tối thiểu","2.5"
"6","Tốc độ tối đa","4.5 GHz"
"6","Hãng (Card Oboard)","Intel"
"6","Model (Card Oboard)","Iris Xe"
"6","Tên đầy đủ (Card onbroad)","Intel Iris Xe Graphics"
"6","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"6","Loại RAM","DDR4"
"6","Số khe cắm rời","1"
"6","Số khe RAM còn lại","0"
"6","Số RAM onboard","1"
"6","Hỗ trợ RAM tối đa","Không nâng cấp"
"6","Kiểu ổ cứng","SSD"
"6","Tổng số khe cắm SSD/HDD","1"
"6","Số khe SSD/HDD còn lại","1 SSD"
"6","Dung lượng nâng cấp tối đa ổ cứng","Không hỗ trợ nâng cấp"
"6","Loại SSD","1 M.2 NVMe"
"6","Dung lượng SSD","512"
"6","Kích thước màn hình","14 inch"
"6","Công nghệ màn hình","OLED"
"6","Độ phân giải","2880 x 1800 Pixels"
"6","Loại màn hình","Màn hình phẳng"
"6","Tần số quét","90 Hz"
"6","Tấm nền","OLED"
"6","Độ sáng","600 nits"
"6","Độ phủ màu","100% DCI-P3"
"6","Tỷ lệ màn hình","16:10"
"6","Độ tương phản","1000:1"
"6","Cổng giao tiếp","1 DC-in jack 1 USB 3.2 Gen 1 Type-C 2 USB 3.2 Gen 1 Type-A 1 HDMI 1.4"
"6","Wifi","Wifi 6E"
"6","Bluetooth","v5.3"
"6","Webcam","720P HD camera With privacy shutter"
"6","Công nghệ âm thanh","Asus SonicMaster stereo"
"6","OS","Windows"
"6","Version","Windows 11"
"6","Bảo mật","Mở khóa bằng mật mã"
"6","Kiểu bàn phím","Chiclet Keyboard"
"6","Bàn phím số","Không"
"6","Đèn bàn phím","Không"
"6","TouchPad","Multi-touch touchpad"
"6","Dung lượng pin","50 Wh"
"6","Power Supply","65 W"
"6","Phụ kiện trong hộp","Dây cáp sạc"
"6","Kích thước","31.71 x 22.20 x 1.99 ~ 1.99 cm"
"6","Trọng lượng sản phẩm","1.6 kg"
"6","Chất liệu","Vỏ máy: Nhựa"
"6","P/N","90NB0ZC1-M00BF0"
"6","Xuất xứ","Trung Quốc"
"6","Thời điểm ra mắt","2024"
"6","Thời gian bảo hành","24 tháng"
"6","Màu sắc","Bạc"
"7","Hãng CPU","Intel"
"7","Công nghệ CPU","Core i7"
"7","Loại CPU","1355U"
"7","Tốc độ CPU tối thiểu","1.7"
"7","Tốc độ tối đa","5 GHz"
"7","Hãng (Card Oboard)","Intel"
"7","Tên đầy đủ (Card onbroad)","Intel Iris Xe Graphics"
"7","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"7","Loại RAM","DDR4"
"7","Số khe cắm rời","2"
"7","Số khe RAM còn lại","0"
"7","Số RAM onboard","0"
"7","Hỗ trợ RAM tối đa","16 GB"
"7","Kiểu ổ cứng","SSD"
"7","Tổng số khe cắm SSD/HDD","1 SSD"
"7","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 2TB (SSD M2 PCIe)"
"7","Loại SSD","1 M.2 PCIe NVMe"
"7","Dung lượng SSD","512"
"7","Kích thước màn hình","15.6 inch"
"7","Công nghệ màn hình","FHD+"
"7","Độ phân giải","1920 x 1200 Pixels"
"7","Tần số quét","120 Hz"
"7","Tấm nền","WVA"
"7","Độ phủ màu","45% NTSC"
"7","Tỷ lệ màn hình","16:09"
"7","Cổng giao tiếp","1 USB 3.2 Gen 1 1 USB 2.0 1 USB 3.2 Gen 1 Type-C 1 HDMI 1.4 1 Jack 3.5 mm"
"7","Wifi","Wifi 6E 802.11 ax"
"7","Bluetooth","v5.3"
"7","Webcam","HD Webcam (720p Webcam)"
"7","OS","Windows"
"7","Version","Windows 11 Home Single Language"
"7","Bảo mật","Mật khẩu Mở khóa vân tay"
"7","Kiểu bàn phím","English International Non-backlit Keyboard"
"7","Bàn phím số","Có"
"7","Đèn bàn phím","Không"
"7","TouchPad","Multi-touch touchpad"
"7","Loại PIN","Pin Li-ion"
"7","Dung lượng pin","4 Cell"
"7","Phụ kiện trong hộp","Adapter Dây nguồn"
"7","Kích thước","358.50 x 235.56 x 18.99 mm"
"7","Trọng lượng sản phẩm","1.67 kg"
"7","Chất liệu","Nhựa"
"7","P/N","N5I7305W1-Black"
"7","Xuất xứ","Trung Quốc"
"7","Thời điểm ra mắt","2024"
"7","Thời gian bảo hành","12 tháng"
"7","Màu sắc","Đen"
"8","Hãng CPU","Intel"
"8","Công nghệ CPU","Core i5"
"8","Loại CPU","1235U"
"8","Tốc độ CPU tối thiểu","1.3"
"8","Hãng (Card Oboard)","Intel"
"8","Model (Card Oboard)","Iris Xe"
"8","Tên đầy đủ (Card onbroad)","Intel Iris Xe Graphics"
"8","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"8","Loại RAM","DDR4"
"8","Số khe cắm rời","1"
"8","Số khe RAM còn lại","0"
"8","Số RAM onboard","1"
"8","Hỗ trợ RAM tối đa","Không nâng cấp"
"8","Kiểu ổ cứng","SSD"
"8","Tổng số khe cắm SSD/HDD","1 SSD"
"8","Số khe SSD/HDD còn lại","0"
"8","Dung lượng nâng cấp tối đa ổ cứng","Không hỗ trợ nâng cấp"
"8","Loại SSD","1 M.2 NVMe"
"8","Dung lượng SSD","512"
"8","Kích thước màn hình","15.6 inch"
"8","Công nghệ màn hình","Anti-Glare"
"8","Độ phân giải","1920 x 1080 Pixels"
"8","Loại màn hình","LED"
"8","Tần số quét","60 Hz"
"8","Tấm nền","TN"
"8","Độ sáng","250 nits"
"8","Độ phủ màu","45% NTSC"
"8","Tỷ lệ màn hình","16:09"
"8","Cổng giao tiếp","1 USB 2.0 1 USB 3.2 Gen 1 Type-C 2 USB 3.2 Gen 1 Type-A 1 HDMI 1.4 1 Jack 3.5 mm 1 DC-in jack"
"8","Wifi","802.11 ax"
"8","Bluetooth","v5.3"
"8","Webcam","Trước HD Webcam (720p Webcam)"
"8","OS","Windows"
"8","Version","Windows 11 Home"
"8","Bảo mật","Mở khóa vân tay"
"8","Kiểu bàn phím","Chiclet Keyboard"
"8","Bàn phím số","Có (NumberPad)"
"8","Đèn bàn phím","Không"
"8","TouchPad","Multi-touch touchpad"
"8","Loại PIN","3 viên Pin Li-ion"
"8","Dung lượng pin","42 WHrs"
"8","Power Supply","45 W"
"8","Phụ kiện trong hộp","Sạc"
"8","Kích thước","35.97 x 23.25 x 1.79 cm"
"8","Trọng lượng sản phẩm","1.7 kg"
"8","Chất liệu","Vỏ máy: Nhựa"
"8","P/N","90NB1022-M00SJ0"
"8","Xuất xứ","Trung Quốc"
"8","Thời điểm ra mắt","2024"
"8","Thời gian bảo hành","24 tháng"
"8","Màu sắc","Bạc"
"9","Hãng CPU","Intel"
"9","Công nghệ CPU","Core i5"
"9","Loại CPU","1235U"
"9","Tốc độ tối đa","4.4 GHz"
"9","Tên đầy đủ (Card onbroad)","Intel HD Graphics"
"9","Dung lượng RAM","16 GB"
"9","Loại RAM","DDR5"
"9","Số khe cắm rời","2"
"9","Số khe RAM còn lại","0"
"9","Số RAM onboard","0"
"9","Hỗ trợ RAM tối đa","64 GB"
"9","Kiểu ổ cứng","SSD"
"9","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 2TB (SSD M2 PCIe)"
"9","Loại SSD","2 M.2 NVMe"
"9","Dung lượng SSD","512"
"9","Kích thước màn hình","16 inch"
"9","Công nghệ màn hình","Acer ComfyView Anti-glare LED-backlit"
"9","Độ phân giải","1920 x 1200 Pixels"
"9","Tần số quét","60 Hz"
"9","Tấm nền","IPS"
"9","Độ sáng","300 nits"
"9","Độ phủ màu","45% NTSC"
"9","Cổng giao tiếp","1 USB Type-C 3 USB Type-A 1 HDMI 1 Jack 3.5 mm 1 DisplayPort 1.4"
"9","Wifi","Wifi 6 AX201"
"9","Bluetooth","v5.1"
"9","Webcam","Full HD Webcam (1080p Webcam)"
"9","OS","Windows"
"9","Version","Windows 11 Home Single Language"
"9","Bảo mật","Mật khẩu"
"9","Kiểu bàn phím","English International Non-backlit Keyboard"
"9","Bàn phím số","Có"
"9","Đèn bàn phím","Không"
"9","TouchPad","Multi-touch touchpad"
"9","Loại PIN","Pin Li-ion"
"9","Dung lượng pin","76 Whr"
"9","Phụ kiện trong hộp","Cáp Sạc"
"9","Kích thước","357.6 (W) x 247 (D) x 18.9 (H) mm"
"9","Trọng lượng sản phẩm","1.7 kg"
"9","Chất liệu","Nhựa"
"9","P/N","NX.KX0SV.001"
"9","Xuất xứ","Trung Quốc"
"9","Thời điểm ra mắt","01/2024"
"9","Thời gian bảo hành","12 tháng"
"9","Màu sắc","Xám"
"10","Hãng CPU","Intel"
"10","Công nghệ CPU","Core i5"
"10","Loại CPU","12450HX"
"10","Tốc độ tối đa","4.4 GHz"
"10","Số nhân","8"
"10","Số luồng","12"
"10","Bộ nhớ đệm","12 MB"
"10","Model (Card rời)","Geforce RTX 2050"
"10","Tên đầy đủ (Card rời)","NVIDIA GeForce RTX 2050 4GB GDDR6"
"10","Bộ nhớ","4 GB GDDR6"
"10","Hiệu suất AI (TOPS)","104"
"10","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"10","Loại RAM","DDR5"
"10","Tốc độ RAM","4800 MHz"
"10","Số khe cắm rời","2"
"10","Số khe RAM còn lại","0"
"10","Số RAM onboard","0"
"10","Hỗ trợ RAM tối đa","32 GB"
"10","Kiểu ổ cứng","SSD"
"10","Loại SSD","M2. PCIe"
"10","Dung lượng SSD","512"
"10","Kích thước màn hình","15.6 inch"
"10","Công nghệ màn hình","IPS FHD"
"10","Độ phân giải","1920 x 1080 Pixels"
"10","Loại màn hình","Màn hình phẳng"
"10","Tần số quét","144 Hz"
"10","Tấm nền","IPS"
"10","Độ phủ màu","100% sRGB"
"10","Cổng giao tiếp","3 USB Type-A 1 USB Type-C 1 HDMI 2.1 1 Jack 3.5 mm 1 RJ45 Gigabit Ethernet 1 Power connector"
"10","Wifi","Wifi 6"
"10","Bluetooth","v5.2"
"10","Webcam","Trước HD Webcam (720p Webcam)"
"10","OS","Windows"
"10","Version","Windows 11 Home Single Language"
"10","Bảo mật","Mật khẩu"
"10","Kiểu bàn phím","English International Non-backlit Keyboard"
"10","Bàn phím số","Có"
"10","Đèn bàn phím","LED"
"10","TouchPad","Multi-touch touchpad"
"10","Dung lượng pin","60 Wh"
"10","Power Supply","135 W"
"10","Phụ kiện trong hộp","Bộ sạc điện"
"10","Kích thước","359.86 x 258.7 x 21.9-23.9 mm"
"10","Trọng lượng sản phẩm","2.38 kg"
"10","Chất liệu","Nhựa"
"10","P/N","83GS005KVN"
"10","Xuất xứ","Trung Quốc"
"10","Thời điểm ra mắt","2024"
"10","Thời gian bảo hành","24 tháng"
"10","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"10","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"10","Màu sắc","Xám"
"11","Hãng CPU","Intel"
"11","Công nghệ CPU","Core i5"
"11","Loại CPU","1335U"
"11","Tốc độ CPU tối thiểu","3.40 Ghz"
"11","Tốc độ tối đa","4.60 GHz"
"11","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"11","Loại RAM","DDR4"
"11","Tốc độ RAM","3200 MHz"
"11","Số khe cắm rời","2"
"11","Số khe RAM còn lại","0"
"11","Số RAM onboard","0"
"11","Hỗ trợ RAM tối đa","32 GB"
"11","Kiểu ổ cứng","SSD"
"11","Loại SSD","M2. PCIe"
"11","Dung lượng SSD","512 GB"
"11","Kích thước màn hình","15.6 inch"
"11","Công nghệ màn hình","LCD"
"11","Độ phân giải","FHD (1920 x 1080)"
"11","Tần số quét","0 Hãng không công bố"
"11","Tấm nền","IPS"
"11","Hỗ trợ cảm ứng","Không"
"11","Cổng giao tiếp","1 USB 3.2 Gen 2 2 USB 3.2 Gen 1 1 HDMI"
"11","Wifi","802.11 ax"
"11","Bluetooth","v5.2"
"11","Webcam","HP TrueVision Webcam"
"11","OS","Windows"
"11","Version","Windows 11 Home Single Language"
"11","Bảo mật","Mật khẩu"
"11","Kiểu bàn phím","English International Non-backlit Keyboard"
"11","Bàn phím số","Có"
"11","Đèn bàn phím","Không"
"11","TouchPad","Multi-touch touchpad"
"11","Dung lượng pin","3 Cell"
"11","Phụ kiện trong hộp","Adapter"
"11","Kích thước","36.02 x 23.4 x 1.8 (W x D x H) cm"
"11","Trọng lượng sản phẩm","1.68 kg"
"11","Chất liệu","Nhôm"
"11","P/N","8U6L8PA"
"11","Xuất xứ","Việt Nam / Trung Quốc"
"11","Thời điểm ra mắt","2023"
"11","Thời gian bảo hành","12 tháng"
"11","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"11","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"11","Màu sắc","Bạc"
"12","Hãng CPU","AMD"
"12","Công nghệ CPU","Ryzen 5"
"12","Loại CPU","7520U"
"12","Tốc độ CPU tối thiểu","2.8 Ghz"
"12","Tốc độ tối đa","4.3 GHz"
"12","Số nhân","4"
"12","Số luồng","8"
"12","Bộ nhớ đệm","4 MB"
"12","Hãng (Card Oboard)","AMD"
"12","Tên đầy đủ (Card onbroad)","AMD Radeon Graphics"
"12","Dung lượng RAM","16 GB"
"12","Loại RAM","LPDDR5"
"12","Tốc độ RAM","5500 MHz"
"12","Số khe cắm rời","0"
"12","Số khe RAM còn lại","0"
"12","Số RAM onboard","1"
"12","Hỗ trợ RAM tối đa","Không nâng cấp"
"12","Kiểu ổ cứng","SSD"
