"productId","key","value"
"118","Độ sáng","250 nits"
"118","Cổng giao tiếp","1 RJ45 Gigabit Ethernet 1 USB 3.2 Gen 1 Type-C 1 headphone/microphone combo 1 HDMI 1 USB 3.2 Gen 1 Type-A 1 USB 2.0"
"118","Wifi","802.11 ac"
"118","Bluetooth","v5.0"
"118","Webcam","720P HD camera"
"118","OS","Windows"
"118","Version","Windows 11 Home Single Language"
"118","Phần mềm khác","Microsoft Office Home&Student 2021 vĩnh viễn"
"118","Bảo mật","Mật khẩu"
"118","Kiểu bàn phím","English International Non-backlit Keyboard"
"118","Bàn phím số","Có"
"118","Đèn bàn phím","Không"
"118","TouchPad","Multi-touch touchpad"
"118","Dung lượng pin","3 Cell"
"118","Power Supply","41 W"
"118","Phụ kiện trong hộp","Sạc Cáp"
"118","Kích thước","35.85 x 23.56 x 1.90 cm"
"118","Trọng lượng sản phẩm","1.657 kg"
"118","Chất liệu","Nhựa"
"118","P/N","80GG93"
"118","Xuất xứ","Trung Quốc"
"118","Thời điểm ra mắt","01/2023"
"118","Thời gian bảo hành","12 tháng"
"118","Màu sắc","Xám"
"120","Hãng CPU","Intel"
"120","Công nghệ CPU","Core i5"
"120","Loại CPU","1235U"
"120","Tốc độ CPU tối thiểu","1.3"
"120","Tốc độ tối đa","4.4 GHz"
"120","Hãng (Card Oboard)","Intel"
"120","Model (Card Oboard)","Iris Xe"
"120","Tên đầy đủ (Card onbroad)","Intel Iris Xe Graphics"
"120","Dung lượng RAM","16 GB"
"120","Loại RAM","DDR4"
"120","Tốc độ RAM","2666 MHz"
"120","Số khe cắm rời","2"
"120","Số khe RAM còn lại","0"
"120","Số RAM onboard","0"
"120","Hỗ trợ RAM tối đa","16 GB"
"120","Kiểu ổ cứng","SSD"
"120","Tổng số khe cắm SSD/HDD","1"
"120","Số khe SSD/HDD còn lại","0"
"120","Loại SSD","M.2 PCIe NVMe"
"120","Dung lượng SSD","512"
"120","Kích thước màn hình","15.6 inch"
"120","Công nghệ màn hình","WVA Anti-glare LED Backlit Narrow Border"
"120","Độ phân giải","1920 x 1080 Pixels"
"120","Loại màn hình","LED"
"120","Tần số quét","120 Hz"
"120","Tấm nền","WVA"
"120","Độ sáng","250 nits"
"120","Độ phủ màu","45% NTSC"
"120","Tỷ lệ màn hình","16:09"
"120","Cổng giao tiếp","1 USB 2.0 2 USB 3.2 1 HDMI 1.4 1 RJ45 Gigabit Ethernet 1 headphone/microphone combo"
"120","Wifi","Wifi 5 802.11 ac"
"120","Bluetooth","v5.0"
"120","Webcam","HD"
"120","Công nghệ âm thanh","Realtek ALC3204"
"120","OS","Windows"
"120","Version","Windows 11 Home"
"120","Phần mềm khác","Microsoft Office Home&Student 2021 vĩnh viễn"
"120","Bảo mật","Mở khóa vân tay Mật khẩu"
"120","Kiểu bàn phím","English International Non-backlit Keyboard"
"120","Bàn phím số","Có"
"120","Đèn bàn phím","Không"
"120","TouchPad","Multi-touch touchpad"
"120","Loại PIN","Pin Li-ion"
"120","Dung lượng pin","3 Cell"
"120","Power Supply","65 W"
"120","Phụ kiện trong hộp","Adapter"
"120","Số lượng loa","2"
"120","Kích thước","358.50 x 235.56 x 16.96 mm"
"120","Trọng lượng sản phẩm","1.66 kg"
"120","Bản lề (Hinge / Kickstand)","Bản lề đôi"
"120","Tản nhiệt","1 quạt"
"120","Chất liệu","Nhựa"
"120","P/N","N5I5203W1-Black"
"120","Xuất xứ","Trung Quốc"
"120","Thời điểm ra mắt","2024"
"120","Thời gian bảo hành","12 tháng"
"120","Màu sắc","Đen"
"121","Hãng CPU","Intel"
"121","Công nghệ CPU","Core i9"
"121","Loại CPU","13900H"
"121","Tốc độ CPU tối thiểu","2.6"
"121","Tốc độ tối đa","5.4 GHz"
"121","Hãng (Card Oboard)","Intel"
"121","Model (Card Oboard)","Iris Xe"
"121","Tên đầy đủ (Card onbroad)","Intel Iris Xe Graphics"
"121","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"121","Loại RAM","DDR4"
"121","Số khe cắm rời","1"
"121","Số khe RAM còn lại","0"
"121","Số RAM onboard","1"
"121","Hỗ trợ RAM tối đa","Không nâng cấp"
"121","Kiểu ổ cứng","SSD"
"121","Tổng số khe cắm SSD/HDD","1"
"121","Số khe SSD/HDD còn lại","1 SSD"
"121","Dung lượng nâng cấp tối đa ổ cứng","Không hỗ trợ nâng cấp"
"121","Loại SSD","1 M2. PCIe"
"121","Dung lượng SSD","512"
"121","Kích thước màn hình","15.6 inch"
"121","Công nghệ màn hình","OLED"
"121","Độ phân giải","2880 x 1620 Pixels"
"121","Loại màn hình","Màn hình phẳng"
"121","Tần số quét","120 Hz"
"121","Tấm nền","OLED"
"121","Độ sáng","600 nits"
"121","Độ phủ màu","100% DCI-P3"
"121","Tỷ lệ màn hình","16:09"
"121","Độ tương phản","1000:1"
"121","Cổng giao tiếp","1 Jack 3.5 mm 1 USB 3.2 Gen 1 Type-C 2 USB 3.2 Gen 1 Type-A 1 HDMI 1.4"
"121","Wifi","Wifi 6E"
"121","Bluetooth","v5.3"
"121","Webcam","720P HD camera With privacy shutter"
"121","Công nghệ âm thanh","Asus SonicMaster stereo"
"121","OS","Windows"
"121","Version","Windows 11"
"121","Bảo mật","Mở khóa bằng mật mã"
"121","Kiểu bàn phím","Chiclet Keyboard"
"121","Bàn phím số","Có"
"121","Đèn bàn phím","Không"
"121","TouchPad","Multi-touch touchpad"
"121","Dung lượng pin","65 Wh"
"121","Power Supply","50 W"
"121","Phụ kiện trong hộp","Dây cáp sạc"
"121","Kích thước","35.68 x 22.76 x 1.99 ~ 1.99 cm"
"121","Trọng lượng sản phẩm","1.7 kg"
"121","Chất liệu","Vỏ máy: Nhựa"
"121","P/N","90NB10P2-M00KN0"
"121","Xuất xứ","Trung Quốc"
"121","Thời điểm ra mắt","2024"
"121","Thời gian bảo hành","24 tháng"
"121","Màu sắc","Bạc"
"122","Hãng CPU","Intel"
"122","Công nghệ CPU","Core Ultra 5"
"122","Loại CPU","125U"
"122","Tốc độ CPU tối thiểu","0.7"
"122","Hiệu suất xử lý AI của NPU (TOPS)","10"
"122","Hãng (Card Oboard)","Intel"
"122","Tên đầy đủ (Card onbroad)","Intel Graphics"
"122","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"122","Loại RAM","LPDDR5"
"122","Số khe cắm rời","0"
"122","Số khe RAM còn lại","0"
"122","Số RAM onboard","2"
"122","Hỗ trợ RAM tối đa","Không nâng cấp"
"122","Kiểu ổ cứng","SSD"
"122","Tổng số khe cắm SSD/HDD","1"
"122","Số khe SSD/HDD còn lại","0"
"122","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 2TB (SSD M2 PCIe)"
"122","Loại SSD","1 M.2 NVMe"
"122","Dung lượng SSD","512"
"122","Kích thước màn hình","14 inch"
"122","Công nghệ màn hình","OLED"
"122","Độ phân giải","2880 x 1800 Pixels Màn hình chính:"
"122","Loại màn hình","OLED"
"122","Tần số quét","120 Hz"
"122","Tấm nền","OLED"
"122","Độ phủ màu","100% DCI-P3"
"122","Tỷ lệ màn hình","16:10"
"122","Hỗ trợ cảm ứng","Có"
"122","Cổng giao tiếp","2 USB Type-A 1 HDMI 2.1 1 headphone/microphone combo 1 USB Type-C 1 Thunderbolt 4"
"122","Wifi","Wifi 6E"
"122","Bluetooth","v5.3"
"122","Webcam","5.0 MP"
"122","OS","Windows"
"122","Version","Windows 11 Home Single Language"
"122","Phần mềm khác","Microsoft Office Home&Student 2021 vĩnh viễn"
"122","Bảo mật","Mở khóa khuôn mặt"
"122","Kiểu bàn phím","6-row, multimedia Fn keys, numeric keypad"
"122","Bàn phím số","Không"
"122","Đèn bàn phím","LED"
"122","Công nghệ đèn bàn phím","Đơn sắc"
"122","Màu đèn LED","Trắng"
"122","TouchPad","Multi-touch touchpad"
"122","Dung lượng pin","59 Wh"
"122","Power Supply","65 W"
"122","Phụ kiện trong hộp","Dây cáp sạc"
"122","Kích thước","31.33 x 21.89 x 1.69 cm"
"122","Trọng lượng sản phẩm","1.39 kg"
"122","Chất liệu","Vỏ máy: Nhôm"
"122","P/N","AY8X1PA"
"122","Xuất xứ","Trung Quốc"
"122","Thời điểm ra mắt","2024"
"122","Thời gian bảo hành","12 tháng"
"122","Màu sắc","Bạc"
"123","Hãng CPU","Intel"
"123","Công nghệ CPU","Ultra 7"
"123","Loại CPU","155H"
"123","Tốc độ CPU tối thiểu","1.4"
"123","Tốc độ tối đa","4.8 GHz"
"123","Số nhân","16"
"123","Số luồng","22"
"123","Bộ nhớ đệm","24 MB"
"123","Hiệu suất xử lý AI của NPU (TOPS)","10"
"123","Hãng (Card Oboard)","Intel"
"123","Model (Card Oboard)","ARC"
"123","Tên đầy đủ (Card onbroad)","Intel Arc Graphics"
"123","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"123","Loại RAM","DDR5"
"123","Tốc độ RAM","7467 MHz"
"123","Số khe cắm rời","0"
"123","Số khe RAM còn lại","0"
"123","Số RAM onboard","2"
"123","Hỗ trợ RAM tối đa","16 GB"
"123","Kiểu ổ cứng","SSD"
"123","Loại SSD","M2. PCIe"
"123","Dung lượng SSD","512"
"123","Chuẩn M2","2242"
"123","Kích thước màn hình","14 inch"
"123","Công nghệ màn hình","OLED"
"123","Độ phân giải","1920 x 1200 Pixels"
"123","Loại màn hình","Màn hình phẳng"
"123","Tần số quét","60 Hz"
"123","Tấm nền","OLED"
"123","Độ sáng","400 nits"
"123","Độ phủ màu","100% DCI-P3"
"123","Cổng giao tiếp","2 USB Type-A 2 USB Type-C 1 HDMI 1.4 1 Jack 3.5 mm 1 MicroSD card reader"
"123","Wifi","Wifi 6E"
"123","Bluetooth","v5.1"
"123","Webcam","Full HD Webcam (1080p Webcam)"
"123","OS","Windows"
"123","Version","Windows 11 Home Single Language"
"123","Bảo mật","Mật khẩu"
"123","Kiểu bàn phím","Backlit Chiclet Keyboard"
"123","Bàn phím số","Không"
"123","Đèn bàn phím","LED"
"123","TouchPad","Multi-touch touchpad"
"123","Dung lượng pin","57 Wh"
"123","Power Supply","65 W"
"123","Phụ kiện trong hộp","Bộ sạc điện"
"123","Kích thước","312 x 221 x 16.9 mm"
"123","Trọng lượng sản phẩm","1.48 kg"
"123","Bản lề (Hinge / Kickstand)","Bản lề đơn"
"123","Chất liệu","Nhôm Aluminium"
"123","Xuất xứ","Trung Quốc"
"123","Thời điểm ra mắt","2024"
"123","Thời gian bảo hành","24 tháng"
"123","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"123","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"123","Màu sắc","Xám"
"124","Hãng CPU","Intel"
"124","Công nghệ CPU","Core i7"
"124","Loại CPU","13620H"
"124","Tốc độ CPU tối thiểu","2.4"
"124","Tốc độ tối đa","4.9 GHz"
"124","Số nhân","10"
"124","Số luồng","16"
"124","Bộ nhớ đệm","24 MB"
"124","Hãng (Card Oboard)","Intel"
"124","Model (Card Oboard)","UHD"
"124","Tên đầy đủ (Card onbroad)","Intel UHD Graphics"
"124","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"124","Loại RAM","DDR5"
"124","Tốc độ RAM","4800 MHz"
"124","Số khe cắm rời","1"
"124","Số khe RAM còn lại","0"
"124","Số RAM onboard","1"
"124","Hỗ trợ RAM tối đa","24 GB"
"124","Kiểu ổ cứng","SSD"
"124","Loại SSD","1"
"124","Dung lượng SSD","512"
"124","Kích thước màn hình","14 inch"
"124","Công nghệ màn hình","IPS LCD"
"124","Độ phân giải","1920 x 1280 Pixels"
"124","Loại màn hình","Màn hình phẳng"
"124","Tần số quét","60 Hz"
"124","Tấm nền","IPS"
"124","Độ sáng","300 nits"
"124","Độ phủ màu","45% NTSC"
"124","Cổng giao tiếp","2 USB 3.2 Gen 1 Type-A 1 USB 3.2 Gen 1 Type-C 1 HDMI 1.4 1 headphone/microphone combo 1 Power connector 1 SD Card"
"124","Wifi","Wifi 6"
"124","Bluetooth","v5.2"
"124","Webcam","720P HD camera With privacy shutter"
"124","OS","Windows"
"124","Version","Windows 11 Home Single Language"
"124","Bảo mật","Mật khẩu"
"124","Kiểu bàn phím","English International Non-backlit Keyboard"
"124","Bàn phím số","Không"
"124","Đèn bàn phím","Không"
"124","TouchPad","Multi-touch touchpad"
"124","Dung lượng pin","60 Wh"
"124","Power Supply","65 W"
"124","Phụ kiện trong hộp","Bộ sạc điện Sách HDSD"
"124","Kích thước","314.4 x 222.1 x 16.9-17.9 mm"
"124","Trọng lượng sản phẩm","1.43 kg"
"124","Chất liệu","Nhựa Nhôm"
"124","P/N","83K00007VN"
"124","Xuất xứ","Trung Quốc"
"124","Thời điểm ra mắt","2024"
"124","Thời gian bảo hành","24 tháng"
"124","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"124","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"124","Màu sắc","Xám"
"126","Hãng CPU","Intel"
"126","Công nghệ CPU","Core Ultra 5"
"126","Loại CPU","125U"
"126","Tốc độ CPU tối thiểu","1.3"
"126","Tốc độ tối đa","4.3 GHz"
"126","Số nhân","12"
"126","Số luồng","14"
"126","Bộ nhớ đệm","12 MB"
"126","Hiệu suất xử lý AI của NPU (TOPS)","11"
"126","Hãng (Card Oboard)","Intel"
"126","Tên đầy đủ (Card onbroad)","Intel Graphics"
"126","Dung lượng RAM","16 GB (1 thanh 16 GB)"
"126","Loại RAM","DDR5"
"126","Tốc độ RAM","5600 MHz"
"126","Số khe cắm rời","2"
"126","Số khe RAM còn lại","1"
"126","Số RAM onboard","1"
"126","Hỗ trợ RAM tối đa","64 GB"
"126","Kiểu ổ cứng","SSD"
"126","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 2TB (SSD M2 PCIe)"
"126","Loại SSD","1"
"126","Dung lượng SSD","512"
"126","Kích thước màn hình","14 inch"
"126","Công nghệ màn hình","IPS"
"126","Độ phân giải","1200 x 1920 Pixels"
"126","Loại màn hình","Màn hình phẳng"
"126","Tần số quét","60 Hz"
"126","Tấm nền","IPS"
"126","Độ sáng","300 nits"
"126","Độ phủ màu","45% NTSC"
"126","Cổng giao tiếp","2 USB Type-A 2 USB Type-C 1 HDMI 2.1 1 headphone/microphone combo 1 RJ45 Gigabit Ethernet 1 SD Card"
"126","Wifi","Wi-Fi 6E AX211 802.11ax 2x2"
"126","Bluetooth","v5.3"
"126","Webcam","1080P FHD with Privacy Shutter"
"126","OS","Windows"
"126","Version","Windows 11 Home Single Language"
"126","Bảo mật","Mở khóa vân tay"
"126","Kiểu bàn phím","English International Backlit Keyboard"
"126","Bàn phím số","Không"
"126","Đèn bàn phím","LED"
"126","TouchPad","Multi-touch touchpad"
"126","Dung lượng pin","45 Wh"
"126","Power Supply","65 W"
"126","Phụ kiện trong hộp","Bộ sạc điện Sách HDSD"
"126","Kích thước","313.5 x 224 x 16.9 mm"
"126","Trọng lượng sản phẩm","1.38 kg"
"126","Chất liệu","Nhôm"
"126","P/N","21MR006YVN"
"126","Xuất xứ","Trung Quốc"
"126","Thời điểm ra mắt","2024"
"126","Thời gian bảo hành","24 tháng"
"126","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"126","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"126","Màu sắc","Xám"
"127","Hãng CPU","Intel"
"127","Công nghệ CPU","Core i5"
"127","Loại CPU","13420H"
"127","Tốc độ CPU tối thiểu","2.1"
"127","Tốc độ tối đa","4.6 GHz"
"127","Số nhân","8"
"127","Số luồng","12"
"127","Bộ nhớ đệm","12 MB"
"127","Hãng (Card Oboard)","Intel"
"127","Model (Card Oboard)","UHD"
"127","Tên đầy đủ (Card onbroad)","Intel UHD Graphics"
"127","Dung lượng RAM","16 GB (2 thanh 8 GB)"
"127","Loại RAM","DDR5"
"127","Tốc độ RAM","5200 MHz"
"127","Số khe cắm rời","2"
"127","Số khe RAM còn lại","0"
"127","Số RAM onboard","0"
"127","Hỗ trợ RAM tối đa","64 GB"
"127","Kiểu ổ cứng","SSD"
"127","Tổng số khe cắm SSD/HDD","2"
"127","Số khe SSD/HDD còn lại","1"
"127","Loại SSD","M2. PCIe"
"127","Dung lượng SSD","512"
"127","Chuẩn M2","2242"
"127","Kiểu HDD","2"
"127","Kích thước màn hình","16 inch"
"127","Công nghệ màn hình","Anti-Glare"
"127","Độ phân giải","1920 x 1200 Pixels"
"127","Loại màn hình","Màn hình phẳng"
"127","Tần số quét","60 Hz"
"127","Tấm nền","IPS"
"127","Độ sáng","300 nits"
"127","Độ phủ màu","45% NTSC"
"127","Cổng giao tiếp","2 USB 3.2 Gen 1 1 USB 3.2 Gen 2 Type-C 1 Thunderbolt 4"
"127","Wifi","Wifi 6E"
"127","Bluetooth","v5.1"
"127","Webcam","Full HD Webcam (1080p Webcam)"
"127","OS","Windows"
"127","Version","Windows 11 Home Single Language"
"127","Bảo mật","Mật khẩu"
"127","Kiểu bàn phím","Backlit Chiclet Keyboard"
"127","Bàn phím số","Không"
"127","Đèn bàn phím","Không"
"127","TouchPad","Multi-touch touchpad"
"127","Dung lượng pin","71 Wh"
"127","Power Supply","100 W"
"127","Phụ kiện trong hộp","Bộ sạc điện"
"127","Kích thước","356 x 253.5 x 17.5 mm"
"127","Trọng lượng sản phẩm","1.7 kg"
"127","Bản lề (Hinge / Kickstand)","Bản lề đôi"
"127","Chất liệu","Hợp kim nhôm Nhựa"
"127","P/N","21KH00Q0VN"
"127","Xuất xứ","Trung Quốc"
"127","Thời điểm ra mắt","2024"
"127","Thời gian bảo hành","24 tháng"
"127","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"127","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"127","Màu sắc","Xám"
"128","Hãng CPU","AMD"
"128","Công nghệ CPU","Ryzen 5"
"128","Loại CPU","5625U"
"128","Tốc độ CPU tối thiểu","2.3"
"128","Tốc độ tối đa","4.3 GHz"
"128","Số nhân","6"
"128","Số luồng","12"
"128","Bộ nhớ đệm","16 MB"
"128","Hãng (Card Oboard)","AMD"
"128","Model (Card Oboard)","Radeon"
"128","Tên đầy đủ (Card onbroad)","AMD Radeon Graphics"
"128","Dung lượng RAM","16 GB"
"128","Loại RAM","DDR4"
"128","Số khe cắm rời","1"
"128","Số khe RAM còn lại","0"
"128","Số RAM onboard","1"
"128","Hỗ trợ RAM tối đa","16 GB"
"128","Kiểu ổ cứng","SSD"
"128","Loại SSD","1 M.2 NVMe"
"128","Dung lượng SSD","512"
"128","Kích thước màn hình","15.6 inch"
"128","Công nghệ màn hình","IPS"
"128","Độ phân giải","1920 x 1080 Pixels"
"128","Loại màn hình","Màn hình phẳng"
"128","Tần số quét","0 Hz"
"128","Tấm nền","IPS"
"128","Độ sáng","250 nits"
"128","Độ phủ màu","45% NTSC"
"128","Tỷ lệ màn hình","16:09"
"128","Cổng giao tiếp","1 USB 2.0 2 USB 3.2 Gen 1 1 HDMI 1.4 1 Jack 3.5 mm 1 Card reader 1 Power connector"
"128","Wifi","Wifi 6 802.11ax 2x2"
"128","Bluetooth","v5.2"
"128","Webcam","720P HD camera With privacy shutter"
"128","OS","Windows"
"128","Version","Windows 11 Home Single Language"
"128","Bảo mật","Mật khẩu"
"128","Kiểu bàn phím","English International Non-backlit Keyboard"
"128","Bàn phím số","Không"
"128","Đèn bàn phím","Không"
"128","TouchPad","Multi-touch touchpad"
"128","Dung lượng pin","42 Wh"
"128","Power Supply","65 W"
"128","Phụ kiện trong hộp","Bộ sạc điện Sách HDSD"
"128","Kích thước","360.2 x 236 x 17.9 mm"
"128","Trọng lượng sản phẩm","1.61 kg"
"128","Chất liệu","Nhựa cao cấp"
"128","P/N","82R400VWVN"
"128","Xuất xứ","Trung Quốc"
"128","Thời điểm ra mắt","2024"
"128","Thời gian bảo hành","24 tháng"
"128","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"128","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"128","Màu sắc","Xám"
"129","Hãng CPU","AMD"
"129","Công nghệ CPU","Ryzen AI 9"
"129","Loại CPU","HX 370"
"129","Tốc độ CPU tối thiểu","2"
"129","Tốc độ tối đa","5.1 GHz"
"129","Số nhân","8"
"129","Số luồng","16"
"129","Bộ nhớ đệm","36 MB"
"129","Hãng (Card Oboard)","AMD"
"129","Model (Card Oboard)","Radeon"
"129","Tên đầy đủ (Card onbroad)","AMD Radeon Graphics"
"129","Dung lượng RAM","32 GB"
"129","Loại RAM","LPDDR5X"
"129","Số khe cắm rời","0"
"129","Số khe RAM còn lại","0"
"129","Số RAM onboard","1"
"129","Hỗ trợ RAM tối đa","Không nâng cấp"
"129","Kiểu ổ cứng","SSD"
"129","Tổng số khe cắm SSD/HDD","1"
"129","Số khe SSD/HDD còn lại","0"
"129","Loại SSD","1 M.2 NVMe"
"129","Dung lượng SSD","1"
"129","Kích thước màn hình","14 inch"
"129","Công nghệ màn hình","OLED"
"129","Độ phân giải","2880 x 1620 Pixels"
"129","Tần số quét","120 Hz"
"129","Tấm nền","OLED"
"129","Độ sáng","400 nits"
"129","Độ phủ màu","100% DCI-P3 color gamut"
"129","Tỷ lệ màn hình","16:10"
"129","Cổng giao tiếp","Cổng sạc: 1 USB 3.2 Gen 1 Type-C 2 USB 3.2 Gen 1 Type-A 1 USB 4.0 Gen 3 Type-C 1 HDMI 2.1 1 Jack 3.5 mm"
"129","Wifi","Wifi 6E"
"129","Bluetooth","v5.3"
"129","Webcam","1080P FHD IR Camera for Windows Hello"
"129","OS","Windows"
"129","Version","Windows 11 Home"
"129","Phần mềm khác","Microsoft Office Home&Student 2021 vĩnh viễn"
"129","Bảo mật","Mật khẩu"
"129","Kiểu bàn phím","Backlit Chiclet Keyboard With Copilot key"
"129","Bàn phím số","Không"
"129","Đèn bàn phím","LED"
"129","Công nghệ đèn bàn phím","RGB 1 Zone"
"129","TouchPad","Multi-touch touchpad"
"129","Dung lượng pin","75 WHrs"
"129","Power Supply","90 W"
"129","Phụ kiện trong hộp","Sạc"
"129","Kích thước","31.05 x 22.19 x 1.39 ~ 1.59 cm"
"129","Trọng lượng sản phẩm","1.3 kg"
"129","Chất liệu","Vỏ máy: Kim loại"
"129","P/N","90NB14P1-M003R0"
"129","Xuất xứ","Trung Quốc"
"129","Thời điểm ra mắt","2024"
"129","Thời gian bảo hành","24 tháng"
"129","Màu sắc","Bạc"
"130","Hãng CPU","Intel"
"130","Công nghệ CPU","Ultra 7"
"130","Loại CPU","155H"
"130","Tốc độ CPU tối thiểu","1.4"
"130","Tốc độ tối đa","4.8 GHz"
"130","Hiệu suất xử lý AI của NPU (TOPS)","10"
"130","Hãng (Card Oboard)","Intel"
"130","Model (Card Oboard)","ARC"
"130","Tên đầy đủ (Card onbroad)","Intel Arc Graphics"
"130","Dung lượng RAM","16 GB (1 thanh 16 GB)"
"130","Loại RAM","LPDDR5X"
"130","Số khe cắm rời","0"
"130","Số khe RAM còn lại","0"
"130","Số RAM onboard","1"
"130","Hỗ trợ RAM tối đa","Không nâng cấp"
"130","Kiểu ổ cứng","SSD"
"130","Tổng số khe cắm SSD/HDD","1"
"130","Số khe SSD/HDD còn lại","0"
"130","Dung lượng nâng cấp tối đa ổ cứng","Không hỗ trợ nâng cấp"
"130","Loại SSD","1 M.2 NVMe"
"130","Dung lượng SSD","512"
"130","Kích thước màn hình","16 inch"
"130","Công nghệ màn hình","OLED"
"130","Độ phân giải","3201 x 2000 Pixels"
"130","Loại màn hình","OLED"
"130","Tần số quét","120 Hz"
"130","Tấm nền","OLED"
"130","Độ phủ màu","100% DCI-P3"
"130","Tỷ lệ màn hình","16:10"
"130","Độ tương phản","1.000.000: 1"
"130","Cổng giao tiếp","2 USB 3.2 Gen 1 Type-A 2 Thunderbolt 4 1 HDMI 2.1 1 Jack 3.5 mm"
"130","Wifi","Wifi 6E"
"130","Bluetooth","v5.3"
"130","Webcam","HD Webcam (720p Webcam)"
"130","OS","Windows"
"130","Version","Windows 11 Home"
"130","Bảo mật","Mở khóa bằng mật mã"
"130","Kiểu bàn phím","Backlit Chiclet Keyboard With Copilot key"
"130","Bàn phím số","Không"
"130","Đèn bàn phím","LED"
"130","Công nghệ đèn bàn phím","Đơn sắc"
"130","Màu đèn LED","Trắng"
"130","TouchPad","Multi-touch touchpad"
"130","Dung lượng pin","75 Wh"
"130","Power Supply","90 W"
"130","Phụ kiện trong hộp","Dây cáp sạc"
"130","Kích thước","35.36 x 24.69 x 1.39 ~ 1.59 cm"
"130","Trọng lượng sản phẩm","1.5 kg"
"130","Chất liệu","Khung máy: Nhôm"
"130","P/N","90NB12E1-M002F0"
"130","Xuất xứ","Trung Quốc"
"130","Thời điểm ra mắt","2024"
"130","Thời gian bảo hành","24 tháng"
"130","Màu sắc","Xanh"
"131","Hãng CPU","AMD"
"131","Công nghệ CPU","Ryzen 7"
"131","Loại CPU","8845HS"
"131","Tốc độ CPU tối thiểu","3.8"
"131","Tốc độ tối đa","5.1 GHz"
"131","Số nhân","8"
"131","Số luồng","16"
"131","Hãng (Card rời)","NVIDIA"
"131","Tên đầy đủ (Card rời)","NVIDIA GeForce RTX 4060 8GB"
"131","Bộ nhớ","8 GB"
"131","Hiệu suất AI (TOPS)","233"
"131","Dung lượng RAM","16 GB (1 thanh 16 GB)"
"131","Loại RAM","DDR5"
"131","Tốc độ RAM","5600 MHz"
"131","Số khe cắm rời","1"
"131","Số khe RAM còn lại","1"
"131","Số RAM onboard","0"
"131","Hỗ trợ RAM tối đa","64 GB"
"131","Kiểu ổ cứng","SSD"
"131","Tổng số khe cắm SSD/HDD","1"
"131","Số khe SSD/HDD còn lại","0"
"131","Dung lượng nâng cấp tối đa ổ cứng","Nâng cấp tối đa 1TB (SSD M2 PCIe)"
"131","Loại SSD","1 M2. PCIe"
"131","Dung lượng SSD","512"
"131","Chuẩn M2","2242"
"131","Kích thước màn hình","16 inch"
"131","Công nghệ màn hình","Anti -glare LED-Backlit Display"
"131","Độ phân giải","1600 x 2560 Pixels"
"131","Tần số quét","165 Hz"
"131","Tấm nền","IPS"
"131","Độ sáng","350 nits"
"131","Cổng giao tiếp","2 USB 3.2 Gen 2 Type-A 2 USB 3.2 Gen 2 Type-C 1 HDMI 2.1 1 Jack 3.5 mm 1 RJ45 Gigabit Ethernet 1 Card reader 1 Power connector"
"131","Wifi","Wifi 6E"
"131","Bluetooth","v5.2"
"131","Webcam","Full HD Webcam (1080p Webcam)"
"131","OS","Windows"
"131","Version","Windows 11 Home Single Language"
"131","Bảo mật","Mật khẩu"
"131","Kiểu bàn phím","Backlit Chiclet Keyboard"
"131","Bàn phím số","Có"
"131","Đèn bàn phím","LED"
"131","Màu đèn LED","RGB 4 Zone"
"131","TouchPad","Multi-touch touchpad"
"131","Dung lượng pin","80 Wh"
"131","Power Supply","230 W"
"131","Phụ kiện trong hộp","Bộ sạc điện"
"131","Kích thước","359.7 x 260.5 x 19.9-21.9mm"
"131","Trọng lượng sản phẩm","2.3 kg"
"131","Bản lề (Hinge / Kickstand)","Bản lề đôi"
"131","Chất liệu","Nhôm Nhựa ABS"
"131","P/N","83DH003AVN"
"131","Xuất xứ","Trung Quốc"
"131","Thời điểm ra mắt","04/2024"
"131","Thời gian bảo hành","24 tháng"
"131","Hướng dẫn bảo quản","Để nơi khô ráo, nhẹ tay, dễ vỡ."
"131","Hướng dẫn sử dụng","Xem trong sách hướng dẫn sử dụng"
"131","Màu sắc","Xám"
"132","Hãng CPU","Intel"
"132","Công nghệ CPU","Core Ultra 7"
"132","Loại CPU","155H"
"132","Tốc độ CPU tối thiểu","1.4"
